"행정구역분류 총괄표",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2010.4.1","행정구역명","2010.1.1","행정구역명","2009.10.1","행정구역명","2009.7.1","행정구역명","2009.4.1","행정구역명","2009.1.1","행정구역명","2008.10.1","행정구역명","2008.7.1","행정구역명","2008.4.1","행정구역명","2008.1.1","행정구역명","2007.10.1","행정구역명","2007.7.1","행정구역명","2007.4.1","행정구역명","2007.1.1","행정구역명","2006.10.1","행정구역명","2006.7.1","행정구역명","2006.4.1","행정구역명","2006.1.1","행정구역명","2005.10.1","행정구역명","2005.7.1","행정구역명","2005.4.1","행정구역명","2005.1.1","행정구역명","2004.10.1","행정구역명","2004.7.1","행정구역명","2004.4.1","행정구역명","2004.1.1","행정구역명","2003.10.1","행정구역명","2003.7.1","행정구역명","2003.4.1","행정구역명","2003.1.1","행정구역명",,"2002.12.31","행정구역명","2002.10.1","행정구역명","2002.7.1","행정구역명","2002.4.1","행정구역명","2002.1.1","행정구역명",,"2001.1. 1","행정구역명",,"2000.1. 1","행정구역명",,"99. 1. 1","행정구역명"
21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",,21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",21090,"해운대구",,21090,"해운대구",,21090,"해운대구",,21090,"해운대구"
2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",,2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",2109051,"우1동",,2109051,"우1동",,2109051,"우1동",,2109051,"우1동"
2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",,2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",2109052,"우2동",,2109052,"우2동",,2109052,"우2동",,2109052,"우2동"
2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",,2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",2109053,"중1동",,2109053,"중1동",,2109053,"중1동",,2109053,"중1동"
2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",,2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",2109054,"중2동",,2109054,"중2동",,2109054,"중2동",,2109054,"중2동"
2109066,"좌1동",2109066,"좌1동",2109066,"좌1동",2109066,"좌1동",2109066,"좌1동",2109066,"좌1동",2109066,"좌1동",2109066,"좌1동",2109066,"좌1동",2109066,"좌1동",2109066,"좌1동",2109066,"좌1동",2109066,"좌1동",2109066,"좌1동",2109066,"좌1동",2109066,"좌1동",2109066,"좌1동",2109066,"좌1동",2109066,"좌1동",2109066,"좌1동",2109066,"좌1동",2109066,"좌1동",2109066,"좌1동",2109066,"좌1동",2109066,"좌1동",2109066,"좌1동",2109055,"좌동",2109055,"좌동",2109055,"좌동",2109055,"좌동",,2109055,"좌동",2109055,"좌동",2109055,"좌동",2109055,"좌동",2109055,"좌동",,2109055,"좌동",,2109055,"좌동",,2109055,"좌동"
2109067,"좌2동",2109067,"좌2동",2109067,"좌2동",2109067,"좌2동",2109067,"좌2동",2109067,"좌2동",2109067,"좌2동",2109067,"좌2동",2109067,"좌2동",2109067,"좌2동",2109067,"좌2동",2109067,"좌2동",2109067,"좌2동",2109067,"좌2동",2109067,"좌2동",2109067,"좌2동",2109067,"좌2동",2109067,"좌2동",2109067,"좌2동",2109067,"좌2동",2109067,"좌2동",2109067,"좌2동",2109067,"좌2동",2109067,"좌2동",2109067,"좌2동",2109067,"좌2동",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109068,"좌3동",2109068,"좌3동",2109068,"좌3동",2109068,"좌3동",2109068,"좌3동",2109068,"좌3동",2109068,"좌3동",2109068,"좌3동",2109068,"좌3동",2109068,"좌3동",2109068,"좌3동",2109068,"좌3동",2109068,"좌3동",2109068,"좌3동",2109068,"좌3동",2109068,"좌3동",2109068,"좌3동",2109068,"좌3동",2109068,"좌3동",2109068,"좌3동",2109068,"좌3동",2109068,"좌3동",2109068,"좌3동",2109068,"좌3동",2109068,"좌3동",2109068,"좌3동",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109069,"좌4동",2109069,"좌4동",2109069,"좌4동",2109069,"좌4동",2109069,"좌4동",2109069,"좌4동",2109069,"좌4동",2109069,"좌4동",2109069,"좌4동",2109069,"좌4동",2109069,"좌4동",2109069,"좌4동",2109069,"좌4동",2109069,"좌4동",2109069,"좌4동",2109069,"좌4동",2109069,"좌4동",2109069,"좌4동",2109069,"좌4동",2109069,"좌4동",2109069,"좌4동",2109069,"좌4동",2109069,"좌4동",2109069,"좌4동",2109069,"좌4동",2109069,"좌4동",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",,2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",2109056,"송정동",,2109056,"송정동",,2109056,"송정동",,2109056,"송정동"
2109070,"반여1동",2109070,"반여1동",2109070,"반여1동",2109070,"반여1동",2109070,"반여1동",2109070,"반여1동",2109070,"반여1동",2109070,"반여1동",2109070,"반여1동",2109070,"반여1동",2109070,"반여1동",2109070,"반여1동",2109070,"반여1동",2109070,"반여1동",2109070,"반여1동",2109070,"반여1동",2109070,"반여1동",2109070,"반여1동",2109070,"반여1동",2109057,"반여1동",2109057,"반여1동",2109057,"반여1동",2109057,"반여1동",2109057,"반여1동",2109057,"반여1동",2109057,"반여1동",2109057,"반여1동",2109057,"반여1동",2109057,"반여1동",2109057,"반여1동",,2109057,"반여1동",2109057,"반여1동",2109057,"반여1동",2109057,"반여1동",2109057,"반여1동",,2109057,"반여1동",,2109057,"반여1동",,2109057,"반여1동"
2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",,2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",2109058,"반여2동",,2109058,"반여2동",,2109058,"반여2동",,2109058,"반여2동"
2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",,2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",2109059,"반여3동",,2109059,"반여3동",,2109059,"반여3동",,2109059,"반여3동"
2109071,"반여4동",2109071,"반여4동",2109071,"반여4동",2109071,"반여4동",2109071,"반여4동",2109071,"반여4동",2109071,"반여4동",2109071,"반여4동",2109071,"반여4동",2109071,"반여4동",2109071,"반여4동",2109071,"반여4동",2109071,"반여4동",2109071,"반여4동",2109071,"반여4동",2109071,"반여4동",2109071,"반여4동",2109071,"반여4동",2109071,"반여4동",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",,2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",2109061,"반송1동",,2109061,"반송1동",,2109061,"반송1동",,2109061,"반송1동"
2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",,2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",2109062,"반송2동",,2109062,"반송2동",,2109062,"반송2동",,2109062,"반송2동"
2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",,2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",2109063,"반송3동",,2109063,"반송3동",,2109063,"반송3동",,2109063,"반송3동"
2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",,2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",2109064,"재송1동",,2109064,"재송1동",,2109064,"재송1동",,2109064,"재송1동"
2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",,2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",2109065,"재송2동",,2109065,"재송2동",,2109065,"재송2동",,2109065,"재송2동"
21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",,21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",21100,"사하구",,21100,"사하구",,21100,"사하구",,21100,"사하구"
2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",,2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",2110051,"괴정1동",,2110051,"괴정1동",,2110051,"괴정1동",,2110051,"괴정1동"
2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",,2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",2110052,"괴정2동",,2110052,"괴정2동",,2110052,"괴정2동",,2110052,"괴정2동"
2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",,2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",2110053,"괴정3동",,2110053,"괴정3동",,2110053,"괴정3동",,2110053,"괴정3동"
2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",,2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",2110054,"괴정4동",,2110054,"괴정4동",,2110054,"괴정4동",,2110054,"괴정4동"
2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",,2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",2110055,"당리동",,2110055,"당리동",,2110055,"당리동",,2110055,"당리동"
2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",,2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",2110056,"하단1동",,2110056,"하단1동",,2110056,"하단1동",,2110056,"하단1동"
2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",,2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",2110057,"하단2동",,2110057,"하단2동",,2110057,"하단2동",,2110057,"하단2동"
2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",,2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",2110058,"신평1동",,2110058,"신평1동",,2110058,"신평1동",,2110058,"신평1동"
2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",,2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",2110059,"신평2동",,2110059,"신평2동",,2110059,"신평2동",,2110059,"신평2동"
2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",,2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",2110060,"장림1동",,2110060,"장림1동",,2110060,"장림1동",,2110060,"장림1동"
2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",,2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",2110061,"장림2동",,2110061,"장림2동",,2110061,"장림2동",,2110061,"장림2동"
2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",,2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",2110062,"다대1동",,2110062,"다대1동",,2110062,"다대1동",,2110062,"다대1동"
2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",,2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",2110063,"다대2동",,2110063,"다대2동",,2110063,"다대2동",,2110063,"다대2동"
2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",,2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",2110064,"구평동",,2110064,"구평동",,2110064,"구평동",,2110064,"구평동"
2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",,2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",2110065,"감천1동",,2110065,"감천1동",,2110065,"감천1동",,2110065,"감천1동"
2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",,2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",2110066,"감천2동",,2110066,"감천2동",,2110066,"감천2동",,2110066,"감천2동"
