"행정구역분류 총괄표",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2010.4.1","행정구역명","2010.1.1","행정구역명","2009.10.1","행정구역명","2009.7.1","행정구역명","2009.4.1","행정구역명","2009.1.1","행정구역명","2008.10.1","행정구역명","2008.7.1","행정구역명","2008.4.1","행정구역명","2008.1.1","행정구역명","2007.10.1","행정구역명","2007.7.1","행정구역명","2007.4.1","행정구역명","2007.1.1","행정구역명","2006.10.1","행정구역명","2006.7.1","행정구역명","2006.4.1","행정구역명","2006.1.1","행정구역명","2005.10.1","행정구역명","2005.7.1","행정구역명","2005.4.1","행정구역명","2005.1.1","행정구역명","2004.10.1","행정구역명","2004.7.1","행정구역명","2004.4.1","행정구역명","2004.1.1","행정구역명","2003.10.1","행정구역명","2003.7.1","행정구역명","2003.4.1","행정구역명","2003.1.1","행정구역명",,"2002.12.31","행정구역명","2002.10.1","행정구역명","2002.7.1","행정구역명","2002.4.1","행정구역명","2002.1.1","행정구역명",,"2001.1. 1","행정구역명",,"2000.1. 1","행정구역명",,"99. 1. 1","행정구역명"
3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",,3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",3809052,"마전동",,3809052,"마전동",,3809052,"마전동",,3809052,"마전동"
3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",,3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",3809053,"능포동",,3809053,"능포동",,3809053,"능포동",,3809053,"능포동"
3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",,3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",3809054,"아주동",,3809054,"아주동",,3809054,"아주동",,3809054,"아주동"
3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",,3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",3809055,"옥포1동",,3809055,"옥포1동",,3809055,"옥포1동",,3809055,"옥포1동"
3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",,3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",3809056,"옥포2동",,3809056,"옥포2동",,3809056,"옥포2동",,3809056,"옥포2동"
38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",,38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",38100,"양산시",,38100,"양산시",,38100,"양산시",,38100,"양산시"
3810054,"서창동",3810054,"서창동",3810054,"서창동",3810054,"서창동",3810054,"서창동",3810054,"서창동",3810054,"서창동",3810054,"서창동",3810054,"서창동",3810054,"서창동",3810054,"서창동",3810054,"서창동",3810054,"서창동",3810011,"웅상읍",3810011,"웅상읍",3810011,"웅상읍",3810011,"웅상읍",3810011,"웅상읍",3810011,"웅상읍",3810011,"웅상읍",3810011,"웅상읍",3810011,"웅상읍",3810011,"웅상읍",3810011,"웅상읍",3810011,"웅상읍",3810011,"웅상읍",3810011,"웅상읍",3810011,"웅상읍",3810011,"웅상읍",3810011,"웅상읍",,3810011,"웅상읍",3810011,"웅상읍",3810011,"웅상읍",3810011,"웅상읍",3810011,"웅상읍",,3810011,"웅상읍",,3810011,"웅상읍",,3810011,"웅상읍"
3810055,"소주동",3810055,"소주동",3810055,"소주동",3810055,"소주동",3810055,"소주동",3810055,"소주동",3810055,"소주동",3810055,"소주동",3810055,"소주동",3810055,"소주동",3810055,"소주동",3810055,"소주동",3810055,"소주동",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3810056,"평산동",3810056,"평산동",3810056,"평산동",3810056,"평산동",3810056,"평산동",3810056,"평산동",3810056,"평산동",3810056,"평산동",3810056,"평산동",3810056,"평산동",3810056,"평산동",3810056,"평산동",3810056,"평산동",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3810057,"덕계동",3810057,"덕계동",3810057,"덕계동",3810057,"덕계동",3810057,"덕계동",3810057,"덕계동",3810057,"덕계동",3810057,"덕계동",3810057,"덕계동",3810057,"덕계동",3810057,"덕계동",3810057,"덕계동",3810057,"덕계동",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",,3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",3810012,"물금읍",,3810012,"물금읍",,3810012,"물금읍",,3810012,"물금읍"
3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",,3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",3810031,"동면",,3810031,"동면",,3810031,"동면",,3810031,"동면"
3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",,3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",3810032,"원동면",,3810032,"원동면",,3810032,"원동면",,3810032,"원동면"
3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",,3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",3810033,"상북면",,3810033,"상북면",,3810033,"상북면",,3810033,"상북면"
3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",,3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",3810034,"하북면",,3810034,"하북면",,3810034,"하북면",,3810034,"하북면"
3810058,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",,3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",3810051,"중앙동",,3810051,"중앙동",,3810051,"중앙동",,3810051,"중앙동"
3810059,"양주동",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",,3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",3810052,"삼성동",,3810052,"삼성동",,3810052,"삼성동",,3810052,"삼성동"
3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",,3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",3810053,"강서동",,3810053,"강서동",,3810053,"강서동",,3810053,"강서동"
38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",,38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",38310,"의령군",,38310,"의령군",,38310,"의령군",,38310,"의령군"
3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",,3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",3831011,"의령읍",,3831011,"의령읍",,3831011,"의령읍",,3831011,"의령읍"
3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",,3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",3831031,"가례면",,3831031,"가례면",,3831031,"가례면",,3831031,"가례면"
3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",,3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",3831032,"칠곡면",,3831032,"칠곡면",,3831032,"칠곡면",,3831032,"칠곡면"
3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",,3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",3831033,"대의면",,3831033,"대의면",,3831033,"대의면",,3831033,"대의면"
3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",,3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",3831034,"화정면",,3831034,"화정면",,3831034,"화정면",,3831034,"화정면"
3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",,3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",3831035,"용덕면",,3831035,"용덕면",,3831035,"용덕면",,3831035,"용덕면"
3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",,3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",3831036,"정곡면",,3831036,"정곡면",,3831036,"정곡면",,3831036,"정곡면"
3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",,3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",3831037,"지정면",,3831037,"지정면",,3831037,"지정면",,3831037,"지정면"
3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",,3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",3831038,"낙서면",,3831038,"낙서면",,3831038,"낙서면",,3831038,"낙서면"
3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",,3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",3831039,"부림면",,3831039,"부림면",,3831039,"부림면",,3831039,"부림면"
3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",,3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",3831040,"봉수면",,3831040,"봉수면",,3831040,"봉수면",,3831040,"봉수면"
3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",,3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",3831041,"궁류면",,3831041,"궁류면",,3831041,"궁류면",,3831041,"궁류면"
3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",,3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",3831042,"유곡면",,3831042,"유곡면",,3831042,"유곡면",,3831042,"유곡면"
38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",,38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",38320,"함안군",,38320,"함안군",,38320,"함안군",,38320,"함안군"
3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",,3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",3832011,"가야읍",,3832011,"가야읍",,3832011,"가야읍",,3832011,"가야읍"
3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",,3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",3832031,"함안면",,3832031,"함안면",,3832031,"함안면",,3832031,"함안면"
3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",,3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",3832032,"군북면",,3832032,"군북면",,3832032,"군북면",,3832032,"군북면"
3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",,3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",3832033,"법수면",,3832033,"법수면",,3832033,"법수면",,3832033,"법수면"
3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",,3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",3832034,"대산면",,3832034,"대산면",,3832034,"대산면",,3832034,"대산면"
