"총조사인구 총괄(시군구/성/5세연령별)"

"C행정구역별","행정구역별","C연령별","연령별","시점","인구 (명)","남자 (명)","여자 (명)","성비(명) (%)"
'00,"전국",'00,"계",2010,47990761,23840896,24149865,98.70
'00,"전국",'05,"0 - 4세",2010,2219084,1142220,1076864,106.10
'00,"전국",'10,"5 - 9세",2010,2394663,1243294,1151369,108.00
'00,"전국",'15,"10 - 14세",2010,3173226,1654964,1518262,109.00
'00,"전국",'20,"15 - 19세",2010,3438414,1826179,1612235,113.30
'00,"전국",'25,"20 - 24세",2010,3055420,1625371,1430049,113.70
'00,"전국",'30,"25 - 29세",2010,3538949,1802805,1736144,103.80
'00,"전국",'35,"30 - 34세",2010,3695348,1866397,1828951,102.00
'00,"전국",'40,"35 - 39세",2010,4099147,2060233,2038914,101.00
'00,"전국",'45,"40 - 44세",2010,4131423,2071431,2059992,100.60
'00,"전국",'50,"45 - 49세",2010,4073358,2044641,2028717,100.80
'00,"전국",'55,"50 - 54세",2010,3798131,1887973,1910158,98.80
'00,"전국",'60,"55 - 59세",2010,2766695,1360747,1405948,96.80
'00,"전국",'65,"60 - 64세",2010,2182236,1057035,1125201,93.90
'00,"전국",'70,"65 - 69세",2010,1812168,833242,978926,85.10
'00,"전국",'75,"70 - 74세",2010,1566014,672894,893120,75.30
'00,"전국",'80,"75 - 79세",2010,1084367,410726,673641,61.00
'00,"전국",'85,"80 - 84세",2010,595509,186008,409501,45.40
'00,"전국",'90,"85세이상",2010,366609,94736,271873,34.80
'00,"전국",'96,"15세미만",2010,7786973,4040478,3746495,107.80
'00,"전국",'97,"15 - 64세",2010,34779121,17602812,17176309,102.50
'00,"전국",'98,"65세이상",2010,5424667,2197606,3227061,68.10
'00,"전국",'99,"평균연령",2010,38.1,36.8,39.3,
'00,"전국",'9A,"연령중위수",2010,38.1,37.0,39.3,
'0C,"읍부",'00,"계",2010,4149215,2086063,2063152,101.10
'0C,"읍부",'05,"0 - 4세",2010,233244,120523,112721,106.90
'0C,"읍부",'10,"5 - 9세",2010,242350,125883,116467,108.10
'0C,"읍부",'15,"10 - 14세",2010,289816,150362,139454,107.80
'0C,"읍부",'20,"15 - 19세",2010,283791,151364,132427,114.30
'0C,"읍부",'25,"20 - 24세",2010,212646,120757,91889,131.40
'0C,"읍부",'30,"25 - 29세",2010,250451,131234,119217,110.10
'0C,"읍부",'35,"30 - 34세",2010,313402,158551,154851,102.40
'0C,"읍부",'40,"35 - 39세",2010,368334,189986,178348,106.50
'0C,"읍부",'45,"40 - 44세",2010,351960,187295,164665,113.70
'0C,"읍부",'50,"45 - 49세",2010,328305,173048,155257,111.50
'0C,"읍부",'55,"50 - 54세",2010,300407,154086,146321,105.30
'0C,"읍부",'60,"55 - 59세",2010,226460,112421,114039,98.60
'0C,"읍부",'65,"60 - 64세",2010,188393,90660,97733,92.80
'0C,"읍부",'70,"65 - 69세",2010,170581,75525,95056,79.50
'0C,"읍부",'75,"70 - 74세",2010,164198,68767,95431,72.10
'0C,"읍부",'80,"75 - 79세",2010,119415,44840,74575,60.10
'0C,"읍부",'85,"80 - 84세",2010,65185,20293,44892,45.20
'0C,"읍부",'90,"85세이상",2010,40277,10468,29809,35.10
'0C,"읍부",'96,"15세미만",2010,765410,396768,368642,107.60
'0C,"읍부",'97,"15 - 64세",2010,2824149,1469402,1354747,108.50
'0C,"읍부",'98,"65세이상",2010,559656,219893,339763,64.70
'0C,"읍부",'99,"평균연령",2010,38.4,36.9,40.0,
'0C,"읍부",'9A,"연령중위수",2010,38.4,37.3,39.6,
'0D,"면부",'00,"계",2010,4478173,2195964,2282209,96.20
'0D,"면부",'05,"0 - 4세",2010,148288,76071,72217,105.30
'0D,"면부",'10,"5 - 9세",2010,159033,83010,76023,109.20
'0D,"면부",'15,"10 - 14세",2010,213761,111595,102166,109.20
'0D,"면부",'20,"15 - 19세",2010,232342,125983,106359,118.50
'0D,"면부",'25,"20 - 24세",2010,202285,121179,81106,149.40
'0D,"면부",'30,"25 - 29세",2010,208385,121992,86393,141.20
'0D,"면부",'35,"30 - 34세",2010,214308,118725,95583,124.20
'0D,"면부",'40,"35 - 39세",2010,247665,137466,110199,124.70
'0D,"면부",'45,"40 - 44세",2010,271097,148264,122833,120.70
'0D,"면부",'50,"45 - 49세",2010,318496,167735,150761,111.30
'0D,"면부",'55,"50 - 54세",2010,366574,184922,181652,101.80
'0D,"면부",'60,"55 - 59세",2010,330991,161055,169936,94.80
'0D,"면부",'65,"60 - 64세",2010,318224,152541,165683,92.10
'0D,"면부",'70,"65 - 69세",2010,334146,145694,188452,77.30
'0D,"면부",'75,"70 - 74세",2010,366447,152492,213955,71.30
'0D,"면부",'80,"75 - 79세",2010,288385,108686,179699,60.50
'0D,"면부",'85,"80 - 84세",2010,159358,51809,107549,48.20
'0D,"면부",'90,"85세이상",2010,98388,26745,71643,37.30
'0D,"면부",'96,"15세미만",2010,521082,270676,250406,108.10
'0D,"면부",'97,"15 - 64세",2010,2710367,1439862,1270505,113.30
'0D,"면부",'98,"65세이상",2010,1246724,485426,761298,63.80
'0D,"면부",'99,"평균연령",2010,47.6,44.7,50.3,
'0D,"면부",'9A,"연령중위수",2010,50.3,46.7,53.7,
'0E,"동부",'00,"계",2010,39363373,19558869,19804504,98.80
'0E,"동부",'05,"0 - 4세",2010,1837552,945626,891926,106.00
'0E,"동부",'10,"5 - 9세",2010,1993280,1034401,958879,107.90
'0E,"동부",'15,"10 - 14세",2010,2669649,1393007,1276642,109.10
'0E,"동부",'20,"15 - 19세",2010,2922281,1548832,1373449,112.80
'0E,"동부",'25,"20 - 24세",2010,2640489,1383435,1257054,110.10
'0E,"동부",'30,"25 - 29세",2010,3080113,1549579,1530534,101.20
'0E,"동부",'35,"30 - 34세",2010,3167638,1589121,1578517,100.70
'0E,"동부",'40,"35 - 39세",2010,3483148,1732781,1750367,99.00
'0E,"동부",'45,"40 - 44세",2010,3508366,1735872,1772494,97.90
'0E,"동부",'50,"45 - 49세",2010,3426557,1703858,1722699,98.90
'0E,"동부",'55,"50 - 54세",2010,3131150,1548965,1582185,97.90
'0E,"동부",'60,"55 - 59세",2010,2209244,1087271,1121973,96.90
'0E,"동부",'65,"60 - 64세",2010,1675619,813834,861785,94.40
'0E,"동부",'70,"65 - 69세",2010,1307441,612023,695418,88.00
'0E,"동부",'75,"70 - 74세",2010,1035369,451635,583734,77.40
'0E,"동부",'80,"75 - 79세",2010,676567,257200,419367,61.30
'0E,"동부",'85,"80 - 84세",2010,370966,113906,257060,44.30
'0E,"동부",'90,"85세이상",2010,227944,57523,170421,33.80
'0E,"동부",'96,"15세미만",2010,6500481,3373034,3127447,107.90
'0E,"동부",'97,"15 - 64세",2010,29244605,14693548,14551057,101.00
'0E,"동부",'98,"65세이상",2010,3618287,1492287,2126000,70.20
'0E,"동부",'99,"평균연령",2010,37.0,35.9,38.0,
'0E,"동부",'9A,"연령중위수",2010,37.1,36.1,38.0,
'11,"서울특별시",'00,"계",2010,9631482,4726028,4905454,96.30
'11,"서울특별시",'05,"0 - 4세",2010,397667,204216,193451,105.60
'11,"서울특별시",'10,"5 - 9세",2010,411886,212435,199451,106.50
'11,"서울특별시",'15,"10 - 14세",2010,545750,283502,262248,108.10
'11,"서울특별시",'20,"15 - 19세",2010,635237,332292,302945,109.70
'11,"서울특별시",'25,"20 - 24세",2010,684026,339766,344260,98.70
'11,"서울특별시",'30,"25 - 29세",2010,898900,439024,459876,95.50
'11,"서울특별시",'35,"30 - 34세",2010,857764,430797,426967,100.90
'11,"서울특별시",'40,"35 - 39세",2010,850730,429626,421104,102.00
'11,"서울특별시",'45,"40 - 44세",2010,797360,393950,403410,97.70
'11,"서울특별시",'50,"45 - 49세",2010,784467,380404,404063,94.10
'11,"서울특별시",'55,"50 - 54세",2010,777432,368872,408560,90.30
'11,"서울특별시",'60,"55 - 59세",2010,592471,283140,309331,91.50
'11,"서울특별시",'65,"60 - 64세",2010,468836,225186,243650,92.40
'11,"서울특별시",'70,"65 - 69세",2010,362266,175236,187030,93.70
'11,"서울특별시",'75,"70 - 74세",2010,263697,121030,142667,84.80
'11,"서울특별시",'80,"75 - 79세",2010,159797,63867,95930,66.60
'11,"서울특별시",'85,"80 - 84세",2010,87286,27885,59401,46.90
'11,"서울특별시",'90,"85세이상",2010,55910,14800,41110,36.00
'11,"서울특별시",'96,"15세미만",2010,1355303,700153,655150,106.90
'11,"서울특별시",'97,"15 - 64세",2010,7347223,3623057,3724166,97.30
'11,"서울특별시",'98,"65세이상",2010,928956,402818,526138,76.60
'11,"서울특별시",'99,"평균연령",2010,37.9,37.0,38.8,
'11,"서울특별시",'9A,"연령중위수",2010,37.3,36.5,38.2,
'11010," 종로구",'00,"계",2010,151069,74331,76738,96.90
'11010," 종로구",'05,"0 - 4세",2010,4613,2367,2246,105.40
'11010," 종로구",'10,"5 - 9세",2010,5380,2781,2599,107.00
'11010," 종로구",'15,"10 - 14세",2010,8095,4301,3794,113.40
'11010," 종로구",'20,"15 - 19세",2010,10512,5607,4905,114.30
'11010," 종로구",'25,"20 - 24세",2010,12483,6182,6301,98.10
'11010," 종로구",'30,"25 - 29세",2010,14383,7497,6886,108.90
'11010," 종로구",'35,"30 - 34세",2010,11382,5835,5547,105.20
'11010," 종로구",'40,"35 - 39세",2010,12016,5960,6056,98.40
'11010," 종로구",'45,"40 - 44세",2010,12184,5912,6272,94.30
'11010," 종로구",'50,"45 - 49세",2010,12504,6136,6368,96.40
'11010," 종로구",'55,"50 - 54세",2010,11764,5793,5971,97.00
'11010," 종로구",'60,"55 - 59세",2010,8949,4323,4626,93.50
'11010," 종로구",'65,"60 - 64세",2010,7503,3442,4061,84.80
'11010," 종로구",'70,"65 - 69세",2010,6939,3166,3773,83.90
'11010," 종로구",'75,"70 - 74세",2010,5487,2451,3036,80.70
'11010," 종로구",'80,"75 - 79세",2010,3509,1449,2060,70.30
'11010," 종로구",'85,"80 - 84세",2010,1994,684,1310,52.20
'11010," 종로구",'90,"85세이상",2010,1372,445,927,48.00
'11010," 종로구",'96,"15세미만",2010,18088,9449,8639,109.40
'11010," 종로구",'97,"15 - 64세",2010,113680,56687,56993,99.50
'11010," 종로구",'98,"65세이상",2010,19301,8195,11106,73.80
'11010," 종로구",'99,"평균연령",2010,39.5,38.3,40.7,
'11010," 종로구",'9A,"연령중위수",2010,38.7,37.3,40.0,
'11020," 중구",'00,"계",2010,117253,58125,59128,98.30
'11020," 중구",'05,"0 - 4세",2010,4339,2190,2149,101.90
'11020," 중구",'10,"5 - 9세",2010,4153,2091,2062,101.40
'11020," 중구",'15,"10 - 14세",2010,5274,2693,2581,104.30
'11020," 중구",'20,"15 - 19세",2010,6733,3512,3221,109.00
'11020," 중구",'25,"20 - 24세",2010,8566,4380,4186,104.60
'11020," 중구",'30,"25 - 29세",2010,11021,5507,5514,99.90
'11020," 중구",'35,"30 - 34세",2010,10409,5348,5061,105.70
'11020," 중구",'40,"35 - 39세",2010,10194,5316,4878,109.00
'11020," 중구",'45,"40 - 44세",2010,9444,4982,4462,111.70
'11020," 중구",'50,"45 - 49세",2010,9287,4671,4616,101.20
'11020," 중구",'55,"50 - 54세",2010,9539,4712,4827,97.60
'11020," 중구",'60,"55 - 59세",2010,7432,3560,3872,91.90
'11020," 중구",'65,"60 - 64세",2010,6220,2947,3273,90.00
'11020," 중구",'70,"65 - 69세",2010,5516,2532,2984,84.90
'11020," 중구",'75,"70 - 74세",2010,4204,1848,2356,78.40
'11020," 중구",'80,"75 - 79세",2010,2593,1041,1552,67.10
'11020," 중구",'85,"80 - 84세",2010,1455,500,955,52.40
'11020," 중구",'90,"85세이상",2010,874,295,579,50.90
'11020," 중구",'96,"15세미만",2010,13766,6974,6792,102.70
'11020," 중구",'97,"15 - 64세",2010,88845,44935,43910,102.30
'11020," 중구",'98,"65세이상",2010,14642,6216,8426,73.80
'11020," 중구",'99,"평균연령",2010,39.9,38.9,40.8,
'11020," 중구",'9A,"연령중위수",2010,39.0,38.2,39.9,
'11030," 용산구",'00,"계",2010,217228,104156,113072,92.10
'11030," 용산구",'05,"0 - 4세",2010,8987,4503,4484,100.40
'11030," 용산구",'10,"5 - 9세",2010,8622,4379,4243,103.20
'11030," 용산구",'15,"10 - 14세",2010,10265,5366,4899,109.50
'11030," 용산구",'20,"15 - 19세",2010,11800,5943,5857,101.50
'11030," 용산구",'25,"20 - 24세",2010,14143,6489,7654,84.80
'11030," 용산구",'30,"25 - 29세",2010,21051,9794,11257,87.00
'11030," 용산구",'35,"30 - 34세",2010,20724,10173,10551,96.40
'11030," 용산구",'40,"35 - 39세",2010,20822,10520,10302,102.10
'11030," 용산구",'45,"40 - 44세",2010,18000,9070,8930,101.60
'11030," 용산구",'50,"45 - 49세",2010,16576,8113,8463,95.90
'11030," 용산구",'55,"50 - 54세",2010,16427,7787,8640,90.10
'11030," 용산구",'60,"55 - 59세",2010,12743,5983,6760,88.50
'11030," 용산구",'65,"60 - 64세",2010,10737,4915,5822,84.40
'11030," 용산구",'70,"65 - 69세",2010,9434,4309,5125,84.10
'11030," 용산구",'75,"70 - 74세",2010,7829,3322,4507,73.70
'11030," 용산구",'80,"75 - 79세",2010,4863,2043,2820,72.40
'11030," 용산구",'85,"80 - 84세",2010,2643,928,1715,54.10
'11030," 용산구",'90,"85세이상",2010,1562,519,1043,49.80
'11030," 용산구",'96,"15세미만",2010,27874,14248,13626,104.60
'11030," 용산구",'97,"15 - 64세",2010,163023,78787,84236,93.50
'11030," 용산구",'98,"65세이상",2010,26331,11121,15210,73.10
'11030," 용산구",'99,"평균연령",2010,39.2,38.4,40.1,
'11030," 용산구",'9A,"연령중위수",2010,38.2,37.7,38.7,
'11040," 성동구",'00,"계",2010,290277,143855,146422,98.20
'11040," 성동구",'05,"0 - 4세",2010,12589,6497,6092,106.60
'11040," 성동구",'10,"5 - 9세",2010,12506,6355,6151,103.30
'11040," 성동구",'15,"10 - 14세",2010,15020,7603,7417,102.50
'11040," 성동구",'20,"15 - 19세",2010,17509,9249,8260,112.00
'11040," 성동구",'25,"20 - 24세",2010,20775,10681,10094,105.80
'11040," 성동구",'30,"25 - 29세",2010,27250,13724,13526,101.50
'11040," 성동구",'35,"30 - 34세",2010,26283,13165,13118,100.40
'11040," 성동구",'40,"35 - 39세",2010,27841,14178,13663,103.80
'11040," 성동구",'45,"40 - 44세",2010,24238,12579,11659,107.90
'11040," 성동구",'50,"45 - 49세",2010,22828,11421,11407,100.10
'11040," 성동구",'55,"50 - 54세",2010,22431,10849,11582,93.70
'11040," 성동구",'60,"55 - 59세",2010,17027,8195,8832,92.80
'11040," 성동구",'65,"60 - 64세",2010,13943,6623,7320,90.50
'11040," 성동구",'70,"65 - 69세",2010,11641,5405,6236,86.70
'11040," 성동구",'75,"70 - 74세",2010,8748,3847,4901,78.50
'11040," 성동구",'80,"75 - 79세",2010,5295,2137,3158,67.70
'11040," 성동구",'85,"80 - 84세",2010,2684,912,1772,51.50
'11040," 성동구",'90,"85세이상",2010,1669,435,1234,35.30
'11040," 성동구",'96,"15세미만",2010,40115,20455,19660,104.00
'11040," 성동구",'97,"15 - 64세",2010,220125,110664,109461,101.10
'11040," 성동구",'98,"65세이상",2010,30037,12736,17301,73.60
'11040," 성동구",'99,"평균연령",2010,38.1,37.2,39.1,
'11040," 성동구",'9A,"연령중위수",2010,37.4,36.7,38.1,
'11050," 광진구",'00,"계",2010,358319,175344,182975,95.80
'11050," 광진구",'05,"0 - 4세",2010,13586,6933,6653,104.20
'11050," 광진구",'10,"5 - 9세",2010,14007,7221,6786,106.40
'11050," 광진구",'15,"10 - 14세",2010,19954,10305,9649,106.80
'11050," 광진구",'20,"15 - 19세",2010,24362,12507,11855,105.50
'11050," 광진구",'25,"20 - 24세",2010,29995,14443,15552,92.90
'11050," 광진구",'30,"25 - 29세",2010,40152,19278,20874,92.40
'11050," 광진구",'35,"30 - 34세",2010,33657,16955,16702,101.50
'11050," 광진구",'40,"35 - 39세",2010,30648,15462,15186,101.80
'11050," 광진구",'45,"40 - 44세",2010,29507,14459,15048,96.10
'11050," 광진구",'50,"45 - 49세",2010,29029,14081,14948,94.20
'11050," 광진구",'55,"50 - 54세",2010,28102,13486,14616,92.30
'11050," 광진구",'60,"55 - 59세",2010,20166,9611,10555,91.10
'11050," 광진구",'65,"60 - 64세",2010,15460,7481,7979,93.80
'11050," 광진구",'70,"65 - 69세",2010,11863,5775,6088,94.90
'11050," 광진구",'75,"70 - 74세",2010,8530,4077,4453,91.60
'11050," 광진구",'80,"75 - 79세",2010,4948,1944,3004,64.70
'11050," 광진구",'85,"80 - 84세",2010,2673,868,1805,48.10
'11050," 광진구",'90,"85세이상",2010,1680,458,1222,37.50
'11050," 광진구",'96,"15세미만",2010,47547,24459,23088,105.90
'11050," 광진구",'97,"15 - 64세",2010,281078,137763,143315,96.10
'11050," 광진구",'98,"65세이상",2010,29694,13122,16572,79.20
'11050," 광진구",'99,"평균연령",2010,36.9,36.3,37.6,
'11050," 광진구",'9A,"연령중위수",2010,35.6,35.0,36.2,
'11060," 동대문구",'00,"계",2010,339599,168991,170608,99.10
'11060," 동대문구",'05,"0 - 4세",2010,13081,6637,6444,103.00
'11060," 동대문구",'10,"5 - 9세",2010,13367,6807,6560,103.80
'11060," 동대문구",'15,"10 - 14세",2010,17039,8791,8248,106.60
'11060," 동대문구",'20,"15 - 19세",2010,20943,10837,10106,107.20
'11060," 동대문구",'25,"20 - 24세",2010,27978,14305,13673,104.60
'11060," 동대문구",'30,"25 - 29세",2010,33428,17590,15838,111.10
'11060," 동대문구",'35,"30 - 34세",2010,28555,14726,13829,106.50
'11060," 동대문구",'40,"35 - 39세",2010,28899,15135,13764,110.00
'11060," 동대문구",'45,"40 - 44세",2010,26286,13403,12883,104.00
'11060," 동대문구",'50,"45 - 49세",2010,25391,12474,12917,96.60
'11060," 동대문구",'55,"50 - 54세",2010,26612,12589,14023,89.80
'11060," 동대문구",'60,"55 - 59세",2010,21526,10298,11228,91.70
'11060," 동대문구",'65,"60 - 64세",2010,17765,8402,9363,89.70
'11060," 동대문구",'70,"65 - 69세",2010,15221,7226,7995,90.40
'11060," 동대문구",'75,"70 - 74세",2010,11367,5239,6128,85.50
'11060," 동대문구",'80,"75 - 79세",2010,6733,2771,3962,69.90
'11060," 동대문구",'85,"80 - 84세",2010,3388,1170,2218,52.80
'11060," 동대문구",'90,"85세이상",2010,2020,591,1429,41.40
'11060," 동대문구",'96,"15세미만",2010,43487,22235,21252,104.60
'11060," 동대문구",'97,"15 - 64세",2010,257383,129759,127624,101.70
'11060," 동대문구",'98,"65세이상",2010,38729,16997,21732,78.20
'11060," 동대문구",'99,"평균연령",2010,38.8,37.8,39.7,
'11060," 동대문구",'9A,"연령중위수",2010,37.7,36.7,38.9,
'11070," 중랑구",'00,"계",2010,400027,197674,202353,97.70
'11070," 중랑구",'05,"0 - 4세",2010,15638,8029,7609,105.50
'11070," 중랑구",'10,"5 - 9세",2010,16138,8327,7811,106.60
'11070," 중랑구",'15,"10 - 14세",2010,22369,11647,10722,108.60
'11070," 중랑구",'20,"15 - 19세",2010,26626,13781,12845,107.30
'11070," 중랑구",'25,"20 - 24세",2010,27166,13811,13355,103.40
'11070," 중랑구",'30,"25 - 29세",2010,35381,17521,17860,98.10
'11070," 중랑구",'35,"30 - 34세",2010,33325,17123,16202,105.70
'11070," 중랑구",'40,"35 - 39세",2010,33436,17032,16404,103.80
'11070," 중랑구",'45,"40 - 44세",2010,33414,16571,16843,98.40
'11070," 중랑구",'50,"45 - 49세",2010,34974,17051,17923,95.10
'11070," 중랑구",'55,"50 - 54세",2010,34760,16726,18034,92.70
'11070," 중랑구",'60,"55 - 59세",2010,26394,12795,13599,94.10
'11070," 중랑구",'65,"60 - 64세",2010,20464,9895,10569,93.60
'11070," 중랑구",'70,"65 - 69세",2010,16069,7770,8299,93.60
'11070," 중랑구",'75,"70 - 74세",2010,11358,5354,6004,89.20
'11070," 중랑구",'80,"75 - 79세",2010,6560,2611,3949,66.10
'11070," 중랑구",'85,"80 - 84세",2010,3640,1081,2559,42.20
'11070," 중랑구",'90,"85세이상",2010,2315,549,1766,31.10
'11070," 중랑구",'96,"15세미만",2010,54145,28003,26142,107.10
'11070," 중랑구",'97,"15 - 64세",2010,305940,152306,153634,99.10
'11070," 중랑구",'98,"65세이상",2010,39942,17365,22577,76.90
'11070," 중랑구",'99,"평균연령",2010,38.6,37.7,39.5,
'11070," 중랑구",'9A,"연령중위수",2010,38.5,37.6,39.5,
'11080," 성북구",'00,"계",2010,452704,221374,231330,95.70
'11080," 성북구",'05,"0 - 4세",2010,20563,10497,10066,104.30
'11080," 성북구",'10,"5 - 9세",2010,21161,10998,10163,108.20
'11080," 성북구",'15,"10 - 14세",2010,24081,12225,11856,103.10
'11080," 성북구",'20,"15 - 19세",2010,28354,14625,13729,106.50
'11080," 성북구",'25,"20 - 24세",2010,34330,16613,17717,93.80
'11080," 성북구",'30,"25 - 29세",2010,39798,19930,19868,100.30
'11080," 성북구",'35,"30 - 34세",2010,38042,18892,19150,98.70
'11080," 성북구",'40,"35 - 39세",2010,42494,21606,20888,103.40
'11080," 성북구",'45,"40 - 44세",2010,36792,18714,18078,103.50
'11080," 성북구",'50,"45 - 49세",2010,34044,16499,17545,94.00
'11080," 성북구",'55,"50 - 54세",2010,34591,16199,18392,88.10
'11080," 성북구",'60,"55 - 59세",2010,27146,12902,14244,90.60
'11080," 성북구",'65,"60 - 64세",2010,22465,10461,12004,87.10
'11080," 성북구",'70,"65 - 69세",2010,19025,9045,9980,90.60
'11080," 성북구",'75,"70 - 74세",2010,14397,6569,7828,83.90
'11080," 성북구",'80,"75 - 79세",2010,8450,3510,4940,71.10
'11080," 성북구",'85,"80 - 84세",2010,4309,1349,2960,45.60
'11080," 성북구",'90,"85세이상",2010,2662,740,1922,38.50
'11080," 성북구",'96,"15세미만",2010,65805,33720,32085,105.10
'11080," 성북구",'97,"15 - 64세",2010,338056,166441,171615,97.00
'11080," 성북구",'98,"65세이상",2010,48843,21213,27630,76.80
'11080," 성북구",'99,"평균연령",2010,38.1,37.1,39.0,
'11080," 성북구",'9A,"연령중위수",2010,37.5,36.7,38.2,
'11090," 강북구",'00,"계",2010,322587,158027,164560,96.00
'11090," 강북구",'05,"0 - 4세",2010,12418,6354,6064,104.80
'11090," 강북구",'10,"5 - 9세",2010,13088,6732,6356,105.90
'11090," 강북구",'15,"10 - 14세",2010,17543,9191,8352,110.00
'11090," 강북구",'20,"15 - 19세",2010,20068,10375,9693,107.00
'11090," 강북구",'25,"20 - 24세",2010,19810,10073,9737,103.50
'11090," 강북구",'30,"25 - 29세",2010,26981,13602,13379,101.70
'11090," 강북구",'35,"30 - 34세",2010,26844,13833,13011,106.30
'11090," 강북구",'40,"35 - 39세",2010,28299,14519,13780,105.40
'11090," 강북구",'45,"40 - 44세",2010,26104,13027,13077,99.60
'11090," 강북구",'50,"45 - 49세",2010,25483,12315,13168,93.50
'11090," 강북구",'55,"50 - 54세",2010,26329,12321,14008,88.00
'11090," 강북구",'60,"55 - 59세",2010,21209,9787,11422,85.70
'11090," 강북구",'65,"60 - 64세",2010,18806,8446,10360,81.50
'11090," 강북구",'70,"65 - 69세",2010,16164,7569,8595,88.10
'11090," 강북구",'75,"70 - 74세",2010,11794,5522,6272,88.00
'11090," 강북구",'80,"75 - 79세",2010,6432,2786,3646,76.40
'11090," 강북구",'85,"80 - 84세",2010,3187,1039,2148,48.40
'11090," 강북구",'90,"85세이상",2010,2028,536,1492,35.90
'11090," 강북구",'96,"15세미만",2010,43049,22277,20772,107.20
'11090," 강북구",'97,"15 - 64세",2010,239933,118298,121635,97.30
'11090," 강북구",'98,"65세이상",2010,39605,17452,22153,78.80
'11090," 강북구",'99,"평균연령",2010,39.7,38.5,40.8,
'11090," 강북구",'9A,"연령중위수",2010,39.4,38.1,40.7,
'11100," 도봉구",'00,"계",2010,347220,170210,177010,96.20
'11100," 도봉구",'05,"0 - 4세",2010,13518,7037,6481,108.60
'11100," 도봉구",'10,"5 - 9세",2010,15339,7836,7503,104.40
'11100," 도봉구",'15,"10 - 14세",2010,21346,11094,10252,108.20
'11100," 도봉구",'20,"15 - 19세",2010,24248,12557,11691,107.40
'11100," 도봉구",'25,"20 - 24세",2010,24025,12190,11835,103.00
'11100," 도봉구",'30,"25 - 29세",2010,27358,13652,13706,99.60
'11100," 도봉구",'35,"30 - 34세",2010,25137,12643,12494,101.20
'11100," 도봉구",'40,"35 - 39세",2010,28799,14115,14684,96.10
'11100," 도봉구",'45,"40 - 44세",2010,29490,14316,15174,94.30
'11100," 도봉구",'50,"45 - 49세",2010,30309,14261,16048,88.90
'11100," 도봉구",'55,"50 - 54세",2010,31497,14935,16562,90.20
'11100," 도봉구",'60,"55 - 59세",2010,22656,11313,11343,99.70
'11100," 도봉구",'65,"60 - 64세",2010,17037,8300,8737,95.00
'11100," 도봉구",'70,"65 - 69세",2010,13797,6731,7066,95.30
'11100," 도봉구",'75,"70 - 74세",2010,10574,4798,5776,83.10
'11100," 도봉구",'80,"75 - 79세",2010,6548,2653,3895,68.10
'11100," 도봉구",'85,"80 - 84세",2010,3494,1223,2271,53.90
'11100," 도봉구",'90,"85세이상",2010,2048,556,1492,37.30
'11100," 도봉구",'96,"15세미만",2010,50203,25967,24236,107.10
'11100," 도봉구",'97,"15 - 64세",2010,260556,128282,132274,97.00
'11100," 도봉구",'98,"65세이상",2010,36461,15961,20500,77.90
'11100," 도봉구",'99,"평균연령",2010,38.6,37.7,39.5,
'11100," 도봉구",'9A,"연령중위수",2010,39.0,38.0,40.0,
'11110," 노원구",'00,"계",2010,584906,285461,299445,95.30
'11110," 노원구",'05,"0 - 4세",2010,24493,12605,11888,106.00
'11110," 노원구",'10,"5 - 9세",2010,28786,14906,13880,107.40
'11110," 노원구",'15,"10 - 14세",2010,41429,21693,19736,109.90
'11110," 노원구",'20,"15 - 19세",2010,46206,24512,21694,113.00
'11110," 노원구",'25,"20 - 24세",2010,40444,20872,19572,106.60
'11110," 노원구",'30,"25 - 29세",2010,42295,20747,21548,96.30
'11110," 노원구",'35,"30 - 34세",2010,44007,21606,22401,96.50
'11110," 노원구",'40,"35 - 39세",2010,50566,24465,26101,93.70
'11110," 노원구",'45,"40 - 44세",2010,53656,25560,28096,91.00
'11110," 노원구",'50,"45 - 49세",2010,52630,25668,26962,95.20
'11110," 노원구",'55,"50 - 54세",2010,48308,23213,25095,92.50
'11110," 노원구",'60,"55 - 59세",2010,33334,16306,17028,95.80
'11110," 노원구",'65,"60 - 64세",2010,24418,11578,12840,90.20
'11110," 노원구",'70,"65 - 69세",2010,19300,8652,10648,81.30
'11110," 노원구",'75,"70 - 74세",2010,15358,6493,8865,73.20
'11110," 노원구",'80,"75 - 79세",2010,10232,3715,6517,57.00
'11110," 노원구",'85,"80 - 84세",2010,5767,1848,3919,47.20
'11110," 노원구",'90,"85세이상",2010,3677,1022,2655,38.50
'11110," 노원구",'96,"15세미만",2010,94708,49204,45504,108.10
'11110," 노원구",'97,"15 - 64세",2010,435864,214527,221337,96.90
'11110," 노원구",'98,"65세이상",2010,54334,21730,32604,66.60
'11110," 노원구",'99,"평균연령",2010,37.2,36.0,38.4,
'11110," 노원구",'9A,"연령중위수",2010,37.6,36.3,38.8,
'11120," 은평구",'00,"계",2010,448112,218864,229248,95.50
'11120," 은평구",'05,"0 - 4세",2010,19516,10063,9453,106.50
'11120," 은평구",'10,"5 - 9세",2010,20324,10382,9942,104.40
'11120," 은평구",'15,"10 - 14세",2010,26409,13544,12865,105.30
'11120," 은평구",'20,"15 - 19세",2010,28812,14954,13858,107.90
'11120," 은평구",'25,"20 - 24세",2010,26781,13440,13341,100.70
